INDICATIVO,year,month,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31
9188,1970,1,0,0,0,0,0,0,0,21,37,42,19,21,0,32,42,0,0,51,53,0,0,0,0,0,0,187,0,0,0,0,0
9188,1970,2,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA
9188,1970,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1970,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA
9188,1970,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1970,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1970,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1970,8,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1970,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,72,0,0,62,0
9188,1976,2,0,0,0,35,140,105,0,0,0,54,0,0,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
9188,1976,3,0,0,0,0,0,0,0,152,0,0,0,0,75,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1976,4,0,0,0,115,350,0,0,0,0,0,0,0,0,0,0,103,300,63,0,0,0,50,0,0,0,0,85,0,0,0,NA
9188,1976,5,0,0,0,48,0,0,50,27,39,0,0,0,0,30,0,0,0,0,35,0,0,0,0,203,0,0,0,0,110,0,0
9188,1976,6,0,0,0,0,0,0,0,0,0,34,0,62,0,30,0,0,0,0,0,73,203,92,41,0,0,0,0,0,0,0,NA
9188,1976,7,0,0,26,200,180,0,0,0,0,84,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1976,8,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,102,0,250,150,137,0,0,40,75,0,0
9188,1976,9,0,0,0,0,0,0,0,3,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,35,NA
9188,1976,10,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
9188,1976,11,0,0,67,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1976,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,350,82,82,0,0,0,0,0,0,0,0,0,0
9188,1977,1,0,25,0,0,0,82,0,0,0,103,0,0,90,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,52
9188,1977,2,0,63,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,22,0,137,0,0,0,0,0,NA,NA,NA
9188,1977,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,22,0,0,0,0,0,0,53,72,0,0,0
9188,1977,4,0,0,0,0,0,0,38,24,100,0,0,0,0,0,0,0,36,74,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1977,5,152,50,0,0,0,73,0,0,0,0,0,0,0,30,54,62,0,144,94,0,0,0,30,71,0,0,85,0,158,52,84
9188,1977,6,152,0,50,0,0,0,0,0,0,0,34,341,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,256,0,0,NA
9188,1977,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,60,0,0,273,0,0,0
9188,1977,8,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0
9188,1977,9,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,NA
9188,1977,10,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,23,54,0,0,0,0,0,0,0,0,0
9188,1977,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,NA
9188,1977,12,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
9188,1978,1,0,0,0,0,0,0,0,0,0,0,0,280,35,0,0,0,0,0,0,0,0,20,0,73,0,0,150,0,42,0,0
9188,1978,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,290,0,0,0,0,0,0,0,34,0,0,0,0,NA,NA,NA
9188,1978,3,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,102,0
9188,1978,4,165,0,0,182,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,82,0,0,200,62,0,0,0,0,0,0,NA
9188,1978,5,0,0,0,53,53,0,0,0,0,0,204,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,320,0,0,0
9188,1978,6,0,32,0,0,0,0,170,0,0,0,0,0,0,0,0,134,0,0,0,0,0,84,0,0,0,71,0,0,0,22,NA
9188,1978,7,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
9188,1978,8,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
9188,1978,9,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,NA
9188,1978,10,82,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1978,11,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,NA
9188,1978,12,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,21,0,0,0,0,0,0
9188,1979,1,0,40,0,0,0,0,0,14,33,50,152,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,54,0,0,0,0
9188,1979,2,0,32,0,0,0,0,75,0,0,0,0,0,123,0,0,0,0,0,0,0,0,90,0,0,0,0,52,0,NA,NA,NA
9188,2013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,20,20,0,8,12,94,2,8,NA,NA,NA
9188,2013,3,0,0,0,134,4,0,20,4,0,0,54,18,10,12,0,2,60,0,38,0,0,40,0,10,54,152,36,2,92,38,10
9188,2013,4,24,34,8,70,4,18,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,38,156,6,114,182,16,NA
9188,2013,5,20,0,0,0,0,0,0,2,32,0,0,0,0,174,28,60,32,30,62,2,12,0,0,0,0,102,164,6,30,2,2
9188,2013,6,0,0,0,0,0,0,86,166,20,0,0,0,0,0,0,0,0,478,14,12,4,0,0,0,0,0,0,0,0,0,NA
9188,2013,7,2,4,0,0,0,0,0,0,0,NA,0,NA,14,6,18,14,72,0,100,32,68,0,0,0,0,0,0,0,0,0,0
9188,2013,8,0,0,0,0,0,0,50,2,0,0,0,142,0,0,0,126,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
9188,2013,9,0,0,0,0,120,12,116,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14,0,4,NA
9188,2013,10,8,18,68,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,24,4,0,0,6,2,0,0
9188,2013,11,0,4,4,78,0,0,0,4,0,0,0,4,0,44,36,92,156,10,20,2,50,4,6,0,0,0,0,0,0,24,NA
9188,2013,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,8,24,0,0,0,0,NA,0,0,6,0,0,0,2
9188,2014,1,0,2,14,112,0,0,0,0,0,0,0,0,0,8,4,0,8,4,2,12,24,4,0,8,0,80,18,8,6,10,0
9188,2014,2,6,0,6,18,2,26,2,14,16,2,0,0,0,4,0,0,0,0,0,20,0,0,0,0,22,0,6,114,NA,NA,NA
9188,2014,3,34,26,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,50,116,26,0,0,12,0,0
9188,2014,4,0,20,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,166,22,306,4,14,64,0,24,2,2,16,0,NA
9188,2014,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28,6,18,6,0,NA,NA,NA,NA,56,58,6,0
9188,2014,6,0,0,0,0,0,2,0,0,0,28,662,2,0,0,0,0,0,0,0,8,0,64,NA,NA,0,0,0,0,0,0,NA
9188,2014,7,75,188,222,0,6,44,2,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,2,0,0
9188,2014,8,160,34,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,122,0,0,0,30,0,0,0,0,0,0,0,0,0
9188,2014,9,0,0,0,0,0,NA,NA,NA,0,4,0,0,56,NA,NA,NA,0,0,0,2,238,378,0,0,0,0,6,68,36,0,NA
9188,2014,10,0,0,0,2,2,0,0,34,38,56,32,0,48,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,2014,11,0,80,22,54,20,0,0,0,0,6,8,0,14,12,64,42,0,0,0,0,0,0,0,0,108,12,36,398,558,16,NA
9188,2014,12,74,0,0,2,8,40,0,38,20,0,0,0,2,198,16,10,0,0,0,0,0,0,0,0,0,0,88,16,0,0,0
9188,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,24,0,4,6,38,0,0,0,0,0,0,44,186,36
9188,2015,2,26,12,26,8,14,NA,NA,NA,NA,NA,0,0,6,60,16,18,10,0,0,20,54,2,88,82,4,28,10,0,NA,NA,NA
9188,2015,3,0,0,18,16,0,0,0,0,0,0,0,0,0,0,6,0,0,206,4,114,92,162,344,66,8,0,2,0,0,0,0
9188,2015,4,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,6,28,NA,NA,NA,NA,NA,0,0,0,20,38,2,12,0,NA
9188,2015,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
9188,2015,6,0,0,0,0,0,0,0,0,122,256,130,10,86,22,24,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,NA
9188,2015,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,0,0,128,0,0,0,0,0,0,0,0,36,24
9188,2015,8,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,4,0,0,0,0,34,2,0,0,0,0,0,0,0,NA,12
9188,2015,9,76,106,0,0,0,0,0,0,0,0,8,0,2,0,0,0,46,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
9188,2015,11,NA,306,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,26,10,2,4,0,0,6,0,0,NA
9188,2015,12,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2
9188,2016,1,38,2,122,112,0,2,0,6,14,52,0,0,0,38,2,0,0,20,0,0,0,0,0,0,0,0,0,124,40,0,0
9188,2016,2,0,0,2,0,0,20,0,0,2,120,46,84,40,56,12,0,4,28,0,0,0,0,0,6,2,50,60,8,0,NA,NA
9188,2016,3,0,0,0,24,12,38,14,2,76,52,0,0,0,32,0,8,0,36,40,0,0,0,0,0,22,10,0,0,0,4,52
9188,2016,4,0,0,0,46,2,0,6,0,0,16,0,18,0,2,0,6,0,0,18,18,0,56,20,2,0,0,26,0,8,0,NA
9188,2016,5,0,0,0,0,0,64,84,64,12,0,30,26,0,0,0,0,0,2,0,0,2,16,0,2,0,0,0,8,4,0,0
9188,2016,6,0,0,12,470,24,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,54,0,0,0,0,6,0,NA
9188,2016,7,0,0,0,104,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
9188,2016,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
9188,2016,9,0,16,2,0,0,0,0,2,106,0,0,0,14,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,2016,10,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,14,4,4,0,0,0,0,0,0
9188,2016,11,0,0,0,12,128,2,6,2,0,0,0,0,0,0,0,0,0,0,0,2,4,198,160,0,0,52,8,0,0,0,NA
9188,2016,12,0,0,4,20,0,0,0,0,0,0,0,0,0,0,2,56,0,0,0,12,2,4,0,0,0,0,0,0,0,0,0
9188,2017,1,0,0,0,0,0,0,0,0,20,18,2,0,0,2,16,42,0,0,0,4,0,0,0,0,0,4,16,0,0,0,0
9188,2017,2,0,28,36,66,8,0,60,4,0,0,30,150,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,NA,NA,NA
9188,2017,3,0,0,28,0,14,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,0,24,58,0,0,0,0,0,4
9188,2017,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,8,10,NA
9188,2017,5,0,0,0,0,10,0,0,0,54,46,26,22,4,0,0,0,4,160,0,0,0,0,0,0,0,24,0,70,120,6,2
9188,2017,6,28,190,230,120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,130,0,20,6,6,6,NA
9188,2017,7,0,0,0,0,2,18,8,158,78,0,NA,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,2017,8,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,84,0,0,0,16,140,0,90,2
9188,2017,9,0,0,0,0,0,0,0,0,42,2,4,0,0,14,12,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,2017,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,2017,11,0,0,2,42,18,4,0,24,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,56,34,0,0,0,6,2,NA
9188,2017,12,64,4,0,0,0,0,0,6,0,30,8,0,4,32,8,6,0,0,0,0,0,0,0,0,14,44,2,4,4,0,10
9188,2018,1,2,0,0,0,210,238,112,0,0,0,78,2,20,0,0,0,0,0,0,0,0,0,0,0,52,48,18,0,0,0,0
9188,2018,2,34,0,32,48,32,0,4,0,10,0,38,22,0,6,0,4,8,0,2,26,0,0,0,0,0,0,2,164,NA,NA,NA
9188,2018,3,12,60,0,0,120,6,8,4,6,14,8,14,2,76,14,0,56,32,126,0,0,0,8,2,2,0,0,2,10,12,0
9188,2018,4,0,0,10,4,0,114,68,2,54,190,122,0,8,0,166,8,0,0,0,0,0,0,0,0,0,0,0,2,20,26,NA
9188,2018,5,0,4,0,0,0,0,0,0,0,0,8,6,4,0,0,0,2,0,0,0,32,0,102,216,54,14,72,20,46,84,10
9188,2018,6,166,10,48,48,6,6,8,0,2,14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,64,146,NA
9188,2018,7,0,0,0,0,0,0,74,12,0,0,2,4,48,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
9188,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
9188,2018,9,0,0,0,32,32,0,0,64,206,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,NA
9188,2018,10,0,0,0,0,0,0,10,0,14,4,4,0,0,46,0,0,40,2,86,0,0,0,0,0,0,14,2,10,10,52,124
9188,2018,11,40,2,0,0,26,6,0,16,0,8,0,14,0,0,0,0,0,20,8,38,6,14,4,8,38,2,0,0,48,0,NA
9188,2018,12,0,0,0,0,0,0,0,0,0,0,0,20,66,0,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,0,48,168,58,0,0,10,26,28,86,48
9188,2019,2,128,46,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
9188,2019,3,0,0,0,0,0,32,0,0,0,6,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36
9188,2019,4,30,2,20,0,0,6,10,14,56,14,2,0,0,0,80,0,6,406,6,6,0,0,4,108,0,0,0,0,0,0,NA
9188,2019,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,210,0,14,0,0,0,0,46,0,NA,NA,NA,0,0,0,0
9188,2019,6,0,0,0,90,8,0,0,0,0,12,2,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,NA
9188,2019,7,6,8,70,0,0,0,76,206,6,0,0,0,122,0,0,18,0,0,16,0,64,0,34,0,14,330,22,0,0,0,0
9188,2019,8,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,112,2,0,14,0,0
9188,2019,9,0,0,0,8,0,0,0,0,14,22,0,0,0,0,288,0,18,30,58,88,2,0,0,0,0,0,0,0,0,0,NA
9188,2019,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,2,24,28,0,108,146,0,0,0,0,0,0,2,4
9188,2019,11,2,14,8,22,16,36,24,101,54,70,20,60,78,6,34,0,6,0,0,0,0,24,4,0,0,0,2,2,2,42,NA
9188,2019,12,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9287A,2003,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,60,14,358,0,0,0,0,56,42,40,0,0,0,68,NA,NA,NA
9287A,2003,9,52,34,428,148,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,42,74,NA
9287A,2003,10,28,126,0,8,42,0,0,0,0,0,0,2,226,2,22,20,6,48,108,30,0,24,0,0,162,40,80,100,42,94,16
9287A,2003,11,30,0,0,0,26,0,0,0,12,0,4,0,0,0,70,210,0,0,0,0,0,48,102,0,0,76,0,0,24,20,NA
9287A,2003,12,8,48,0,4,196,38,0,2,6,0,2,0,0,0,0,0,0,16,14,0,2,2,0,0,0,0,22,18,8,6,6
9287A,2004,1,6,14,10,0,0,0,0,0,0,0,0,0,0,4,0,0,2,18,6,0,0,0,6,2,34,34,36,4,0,2,8
9287A,2004,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9287A,2004,3,2,0,0,10,4,0,0,0,0,20,0,58,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,94,160,36,0
9287A,2004,4,68,0,0,0,0,0,0,0,0,0,4,0,0,0,8,42,12,54,0,0,38,4,0,0,0,0,360,146,40,2,NA
9287A,2004,11,10,4,2,0,0,0,0,2,32,82,96,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,NA,NA
9287A,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,2,0,0,0,0,0,0,0
9287A,2005,2,2,0,0,0,0,28,56,0,0,0,0,0,8,0,2,0,0,0,0,2,6,24,0,14,0,0,0,0,NA,NA,NA
9287A,2005,3,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,66,0,4,14,0,0,22,0,NA
9287A,2005,4,10,58,2,22,0,0,44,6,10,2,8,0,0,24,16,2,0,0,20,0,24,2,2,20,0,0,0,0,0,0,NA
9287A,2005,5,0,0,0,0,0,0,0,0,40,8,36,32,40,0,0,110,46,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9287A,2005,6,NA,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,72,300,2,0,0,0,0,60,0,0,NA,NA
9287A,2005,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,NA
9287A,2005,8,NA,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,30,0,2,0,0,0,0,0,0,0,0,0,0,NA
9287A,2005,9,NA,0,0,0,0,20,44,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9287A,2005,10,0,NA,NA,0,0,0,0,0,0,0,0,32,170,34,0,0,50,50,0,4,8,70,0,0,0,0,0,98,0,34,0
9287A,2005,11,0,NA,NA,0,0,0,0,48,22,0,0,84,326,46,168,12,0,0,0,0,2,0,0,0,6,2,0,0,0,NA,NA
9287A,2005,12,NA,14,0,0,0,6,0,4,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,10,2,2,38,0,14
9287A,2006,1,6,NA,NA,2,0,12,48,16,24,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9287A,2006,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,4,0,32,0,0,0,14,62,72,NA,NA,NA,NA
9287A,2006,3,NA,0,0,58,0,0,0,0,14,0,14,0,0,0,0,0,24,122,8,0,0,0,20,0,0,0,18,2,0,0,0
9287A,2006,4,0,0,0,NA,NA,12,2,0,186,2,0,0,0,26,2,72,4,0,22,8,50,10,2,0,0,0,0,0,0,NA,NA
9287A,2006,5,NA,20,0,0,20,44,66,2,0,0,176,42,50,2,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9287A,2006,6,0,NA,NA,0,0,0,0,0,76,0,0,0,0,0,0,28,394,0,432,2,0,0,34,392,0,0,4,0,0,NA,NA
9287A,2006,7,NA,0,0,0,44,2,0,0,0,0,0,0,0,26,10,4,200,30,214,0,0,0,0,0,0,0,0,0,0,0,NA
9287A,2006,8,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,46,26,2,0,0,0,0,32,0,0,0,0,0,0,0,NA
9287A,2006,9,NA,0,0,0,0,0,0,0,0,12,224,32,64,34,0,0,0,0,0,0,142,0,0,18,0,0,0,0,0,80,NA
9287A,2006,10,NA,NA,8,0,0,24,0,34,0,0,18,0,0,0,0,4,60,62,54,26,0,56,24,0,0,0,0,0,0,0,0
9287A,2006,11,NA,NA,134,70,0,0,6,0,2,0,0,0,0,0,56,74,0,2,6,0,48,0,20,36,8,0,2,4,0,NA,NA
9287A,2006,12,NA,2,0,4,8,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
9287A,2007,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,6,2,4,0,2,46,0
9287A,2007,2,NA,NA,0,44,58,0,6,72,2,0,6,34,0,14,0,40,36,8,2,36,0,0,16,0,30,0,2,NA,NA,NA,NA
9287A,2007,3,NA,0,0,0,0,2,122,8,0,0,0,0,0,0,0,0,0,0,8,10,74,6,0,0,0,68,138,6,0,2,NA
9287A,2007,4,NA,108,14,6,10,14,34,0,0,2,2,186,8,0,0,0,0,0,6,72,0,0,0,0,160,312,110,126,40,NA,NA
9287A,2007,5,274,32,12,12,6,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9287A,2007,7,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9287A,2007,8,NA,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,20,40,0,0,0,0,0,0
9287A,2007,9,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,36,0,0,0,0,6,42,0,0,NA,NA
9287A,2007,10,NA,78,84,108,28,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,20,20,0
9287A,2007,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,116,152,0,4,0,0,0,0,0,0,0,NA,NA
9287A,2007,12,NA,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,44,2,140,94,2,0,4,8,4,0,0,0,2,0
9287A,2008,1,0,36,54,0,0,0,0,2,0,NA,84,0,4,0,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9287A,2008,2,4,0,132,0,0,0,2,0,0,0,0,0,2,0,0,0,0,18,18,38,0,0,2,2,2,0,28,0,0,NA,NA
9287A,2008,3,0,0,6,12,38,2,0,0,12,2,0,0,0,0,8,0,12,30,0,0,56,10,8,0,4,42,0,0,0,16,0
9287A,2008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0,0,68,92,40,140,2,70,0,12,0,0,0,0,10,2,0,NA
9287A,2008,5,2,0,0,46,2,4,70,38,168,388,38,8,26,16,4,18,38,64,0,0,0,28,24,24,2,4,0,24,4,322,146
9287A,2008,6,28,32,0,0,8,0,0,0,154,126,4,0,0,0,2,10,0,0,0,0,0,0,36,6,0,10,2,2,0,NA,NA
9287A,2008,7,40,4,2,2,4,0,0,0,0,0,0,130,2,0,0,0,0,0,6,4,14,0,114,0,0,0,0,0,0,0,NA
9287A,2008,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,4,30,2,0,0,0,60,0,0,0,NA
9287A,2008,9,0,0,0,0,4,4,0,0,100,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
9287A,2008,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9287A,2009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,0,0,14,0,NA,4,0,2,0,144,10,0,0,0,0,0,0
9287A,2009,6,0,0,0,18,0,0,0,0,0,0,0,0,2,38,2,56,0,156,2,0,0,0,0,0,2,2,0,0,32,NA,NA
9287A,2009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,0,0,0,0,0,0,0,0,0,0
9287A,2009,8,4,0,0,0,0,50,0,88,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
9287A,2009,9,0,0,0,0,0,0,174,0,0,0,0,42,0,0,0,30,72,60,0,6,0,0,0,0,0,0,0,0,6,NA,NA
9287A,2009,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,34,150,38,0,0,0,0,0,0,0,0,0
9287A,2009,11,40,2,0,32,2,30,38,170,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,32,14,6,NA
9287A,2010,1,0,0,0,60,0,4,16,2,0,0,0,38,186,84,0,2,0,2,2,0,0,0,10,20,0,0,0,0,12,30,4
